ID,Nom,Âge,Taille,Poids,Nationalité,Poste,Matchs,E,T,P,D,J,R,Temps,Club
1061,TICHIT Antoine,32,182,112,France,Pilier,9,,,,,,,422,Castres
1068,URDAPILLETA Benjamin,35,178,86,Argentine,Ouverture,12,1,21,19,1,1,,871,Castres
1076,AGUILLON Pierre,34,180,93,France,Centre,6,,,,,,,135,Castres
1079,FOFANA Wesley,34,182,93,France,Centre,1,,,,,,,73,Clermont
1082,TOLOFUA Christopher,28,182,132,France,Talonneur,3,,,,,,,130,Toulon
1083,MAESTRI Yoann,34,202,119,France,2ème ligne,4,,,,,,,158,Paris
1084,CAMARA Yacouba,27,195,112,France,3ème ligne,11,,,,,1,,730,Montpellier
1085,TEKORI Iosefa,38,198,130,Samoa,2ème ligne,7,,,,,,1,158,Toulouse
1087,FICKOU Gaël,27,190,100,France,Centre,9,1,,,,1,,677,Racing 92
1089,BAILLE Cyril,28,182,116,France,Pilier,11,1,,,,,,499,Toulouse
1091,BÉZY Sébastien,30,174,78,France,Mêlée,11,,2,2,,,,653,Clermont
1092,BARRAQUE Jean-Pascal,30,182,86,France,Centre,9,1,,1,,,,711,Clermont
1094,JEDRASIAK Paul,29,200,121,France,2ème ligne,10,1,,,,,,509,Clermont
1099,O'CONNOR Marvin,30,178,86,France,Ailier,10,2,,,,,,670,Clermont
1101,ÉTRILLARD Anthony,28,183,110,France,Talonneur,13,,,,,,,628,Toulon
1115,SLIMANI Rabah,32,178,118,France,Pilier,12,,,,,,,448,Clermont
1117,PLISSON Jules,30,184,92,France,Ouverture,6,,3,10,,,,300,La Rochelle
1118,DANTY Jonathan,29,181,107,France,Centre,7,,,,,1,,433,La Rochelle
1120,NAYACALEVU Waisea,31,193,105,Fidji,Centre,15,6,,,,,,1124,Paris
1127,KUBRIASHVILI Davit,35,185,123,Géorgie,Pilier,10,1,,,,1,,329,Perpignan
1138,KAKOVIN Vasil,32,183,110,Géorgie,Pilier,13,,,,,,,540,Paris
1139,GUILLAMON Antoine,30,192,139,France,Pilier,5,,,,,1,,154,Castres
1140,DOUSSAIN Jean-Marc,31,174,93,France,Ouverture,11,1,6,,,,,390,Lyon
1144,TAOFIFENUA Sébastien,29,178,130,France,Pilier,11,,,,,,,419,Lyon
1146,VAHAAMAHINA Sébastien,30,203,127,France,2ème ligne,10,,,,,,,697,Clermont
1147,TAOFIFENUA Romain,31,200,127,France,2ème ligne,10,,,,,,,624,Lyon
1151,LOPEZ Camille,32,176,88,France,Ouverture,11,,12,20,2,,,629,Clermont
1160,GUITOUNE Sofiane,32,186,97,France,Centre,7,,,,,1,,469,Toulouse
1171,DA ROS François,38,179,104,France,Talonneur,8,1,,,,,,293,Biarritz
1175,LARANJEIRA Thomas,29,186,90,France,Arrière,10,,4,9,,1,,540,Brive
1189,MAYNADIER Clément,33,187,110,France,Talonneur,13,1,,,,1,,449,Bordeaux
1190,MARAIS Jandré,32,198,120,Afrique du sud,2ème ligne,10,,,,,,,460,Bordeaux
1193,DOMVO Darly,29,186,86,France,Arrière,7,,,,,,,376,Biarritz
1196,ALDEGHERI Dorian,28,180,119,France,Pilier,6,,,,,,,276,Toulouse
1197,METZ Fabrice,31,196,121,France,2ème ligne,12,,,,,,,562,Pau
1199,LAURET Wenceslas,32,188,103,France,3ème ligne,11,2,,,,,,682,Racing 92
1202,MACHENAUD Maxime,33,174,87,France,Mêlée,14,2,19,23,,,,646,Racing 92
1204,DUMOULIN Alexandre,32,189,101,France,Centre,4,,,,,,,97,Pau
1205,CHAVANCY Henry,33,181,97,France,Centre,8,,,,,,,392,Racing 92
1206,VAKATAWA Virimi,29,185,98,Fidji,Centre,12,2,,,,1,,785,Racing 92
1207,BEN AROUS Eddy,31,183,110,France,Pilier,7,,,,,,,267,Racing 92
1209,LE ROUX Bernard,32,196,113,Afrique du sud,2ème ligne,12,,,,,,,785,Racing 92
1215,IVALDI Mickaël,32,181,108,France,Talonneur,14,1,,,,,,567,Lyon
1218,PÉLISSIÉ Jonathan,33,179,84,France,Mêlée,14,,1,1,,,,654,Lyon
1226,PAILLAUGUE Benoît,34,172,74,France,Mêlée,1,,,3,,,,70,Montpellier
1245,ARMITAGE Steffon,36,178,115,Angleterre,3ème ligne,16,,,,,,,710,Biarritz
1248,MARTIN Vincent,29,185,93,France,Centre,5,2,,,,,,165,Biarritz
1250,CHIOCCI Xavier,32,180,119,France,Pilier,8,,,,,1,,234,Lyon
1253,BASTAREAUD Mathieu,33,183,125,France,3ème ligne,2,,,,,,,85,Lyon
1254,TUISOVA Josua,28,180,113,Fidji,Ailier,10,2,,,,,1,731,Lyon
1262,DIABY Mahamadou,31,192,110,France,3ème ligne,11,,,,,,,687,Bordeaux
1269,CHATEAU Karl,29,189,105,France,3ème ligne,3,,,,,,,199,Perpignan
1273,ECOCHARD Tom,29,173,80,France,Mêlée,9,,,1,,,,415,Perpignan
1275,NARIASHVILI Misha,31,186,118,Géorgie,Pilier,6,,,,,,,170,Montpellier
1277,ARTRU Yohann,29,178,87,France,Ailier,4,,,,,,,255,Biarritz
1278,GALLETIER Kélian,29,190,103,France,3ème ligne,1,,,,,,,21,Montpellier
1296,HART James,30,179,84,France,Mêlée,4,,,,,,,37,Biarritz
1300,CHILACHAVA Levan,30,188,130,Géorgie,Pilier,14,2,,,,,,345,Castres
1304,LEBAS Victor,28,193,108,France,2ème ligne,12,,,,,,,327,Brive
1308,GALALA Seva,29,188,106,Fidji,Centre,9,1,,,,1,,513,Brive
1319,RUFFENACH Romain,27,185,111,France,Talonneur,3,,,,,,,159,Biarritz
1323,ISA Facundo,28,188,112,Argentine,3ème ligne,9,3,,,,,,591,Toulon
1330,KOCKOTT Rory,35,180,92,Afrique du sud,Mêlée,11,2,,2,,2,,468,Castres
1333,LAMERAT Rémi,32,184,105,France,Centre,7,,,,,1,,386,Bordeaux
1337,FAASALELE Piula,34,196,120,Samoa,2ème ligne,10,,,,,,,713,Perpignan
1350,LONCA Romain,30,190,90,France,Arrière,13,2,,,,,,766,Biarritz
1351,PALIS Geoffrey,30,189,96,France,Arrière,15,3,,,,,,942,Castres
1353,BABILLOT Mathieu,28,190,111,France,3ème ligne,5,,,,,,,276,Castres
1355,DULIN Brice,31,176,82,France,Arrière,11,,,,,,,794,La Rochelle
1360,DOUMAYROU Geoffrey,32,186,95,France,Centre,9,1,,,,,,571,Montpellier
1370,SINZELLE Jérémy,31,184,95,France,Centre,9,,,,,,,639,La Rochelle
1374,POIROT Jefferson,29,181,117,France,Pilier,10,,,,,2,,435,Bordeaux
1380,SERIN Baptiste,27,180,79,France,Mêlée,5,2,,,,,,372,Toulon
1398,TAULEIGNE Marco,28,191,118,France,3ème ligne,6,2,,,,,,223,Montpellier
1405,PLACINES Alban,28,189,110,France,3ème ligne,11,1,,,,,,697,Toulouse
1416,ALIOUAT Johan,29,197,135,France,2ème ligne,2,,,,,,,73,Biarritz
1418,ACQUIER Thomas,32,181,112,France,Talonneur,10,1,,,,,,459,Brive
1435,BOSCH Gilles,31,178,87,France,Ouverture,10,,5,2,,,,299,Biarritz
1454,DUMORA Julien,33,184,96,France,Arrière,16,1,,1,3,,,1031,Castres
1455,ARNOLD Toby,34,178,87,Nouvelle-Zélande,Arrière,14,3,,,,,,1039,Lyon
1466,RATTEZ Vincent,29,180,85,France,Ailier,13,3,,,,,,921,Montpellier
1470,FICHTEN Grégory,31,183,124,France,Pilier,9,,,,,,,406,Montpellier
1476,HOUNKPATIN Wilfrid,30,192,132,France,Pilier,15,4,,,,,,851,Castres
1492,TETRASHVILI Giorgi,28,177,114,Géorgie,Pilier,7,,,,,,,309,Perpignan
1497,HAMADACHE Malik,33,193,145,France,Pilier,1,,,,,,,7,Montpellier
1501,REGARD Thibaut,28,180,95,France,Centre,15,3,,,,1,,853,Lyon
1509,TAUMOEPEAU Afusipa,32,184,100,Australie,Centre,12,5,,,,,,960,Perpignan
1510,VATUBUA Jale,30,189,112,Fidji,Centre,13,4,,,,,,758,Pau
1513,RAMSAY Daniel,37,197,114,Nouvelle-Zélande,2ème ligne,5,,,,,,,243,Pau
1515,DAUBAGNA Thibault,27,177,83,France,Mêlée,11,,,,,,,351,Pau
1527,LE GUEN Kévin,31,183,107,France,Talonneur,4,,,,,,,211,Racing 92
1609,LUCU Ximun,32,183,87,France,Arrière,1,,,,,,,80,Biarritz
1616,DUBIÉ Jean-Baptiste,32,181,86,France,Centre,11,,,,,1,,552,Bordeaux
1625,ATONIO Uini,31,196,145,Nouvelle-Zélande,Pilier,13,2,,,,1,,685,La Rochelle
1626,SAZY Romain,35,199,108,France,2ème ligne,15,,,,,,,767,La Rochelle
1630,GOUJON Loann,32,194,114,France,3ème ligne,8,,,,,,,376,Lyon
1646,BALÈS Alexi,31,174,80,France,Mêlée,11,,,,,,,291,Toulouse
1656,ABADIE Paul,27,176,88,France,Mêlée,14,,,,,1,,651,Brive
1706,PUECH Martin,33,193,105,France,3ème ligne,14,1,,,,1,,778,Pau
1717,MIGNOT Xavier,28,188,100,France,Ailier,13,2,,,,,,761,Lyon
1774,IRIBAREN Teddy,31,170,70,France,Mêlée,2,,2,1,,,,84,Racing 92
1785,JOLY Arthur,34,189,123,France,Pilier,8,,,,,,,338,Perpignan
1800,ERBANI Antoine,32,192,109,France,3ème ligne,7,,,,,,,118,Biarritz
1813,GOURDON Kévin,32,190,103,France,3ème ligne,8,1,,,,,,577,La Rochelle
1821,PÉLISSIÉ Adrien,31,181,110,France,Talonneur,5,1,,,,,,215,Clermont
1895,DARBO Clément,36,175,75,France,Mêlée,2,,,,,,,64,Biarritz
1897,FRESIA Florian,30,185,110,France,Pilier,10,,,,,2,,324,Toulon
1903,PERRAUX Ilian,29,183,88,France,Ouverture,9,,6,9,,,,462,Biarritz
1908,IMHOFF Juan,33,185,90,Argentine,Ailier,14,5,,,,,,1038,Racing 92
1909,MAUROUARD Jérémie,29,181,100,France,Talonneur,11,3,,,,,,497,Montpellier
1912,CHALUREAU Bastien,30,202,126,France,2ème ligne,13,,,,,2,1,723,Montpellier
1920,SANCHEZ Nicolas,33,177,85,Argentine,Ouverture,3,,2,7,,,,135,Paris
1938,COCAGI Adrea,27,185,109,Fidji,Centre,16,1,,,,1,,948,Castres
1968,LEE Fritz,33,188,108,Samoa,3ème ligne,12,,,,,,,752,Clermont
1969,FALGOUX Etienne,29,182,112,France,Pilier,12,,,,,,,475,Clermont
2029,LE BAIL Jules,30,168,85,France,Mêlée,8,1,,,,,,162,La Rochelle
2038,KAULASHVILI Lekso,29,187,120,Géorgie,Pilier,14,,,,,,,536,Bordeaux
2051,YATO Peceli,29,196,120,Fidji,3ème ligne,6,1,,,,,,265,Clermont
2053,BONNEVAL Arthur,26,182,88,France,Ailier,9,2,,,,,,543,Toulouse
2063,MAMEA LEMALU Genesis,33,195,113,Samoa,3ème ligne,16,2,,,,,,975,Perpignan
2122,THOMAS Henry,30,188,118,Angleterre,Pilier,8,,,,,2,,249,Montpellier
2182,RAMOS Thomas,26,178,87,France,Arrière,9,2,18,24,,1,,720,Toulouse
2189,MAVINGA Sami,28,181,116,France,Pilier,8,,,,,1,,294,Perpignan
2213,BOTIA Levani,32,182,103,Fidji,3ème ligne,6,,,,,,,242,La Rochelle
2218,HERRERA Ramiro,33,194,126,Argentine,Pilier,8,,,,,,,209,La Rochelle
2238,CECCARELLI Pietro,30,184,120,Italie,Pilier,7,,,,,,,277,Brive
2277,CRONIN James,31,184,118,Irlande,Pilier,10,,,,,,,614,Biarritz
2280,HANRAHAN JJ,29,183,93,Irlande,Ouverture,14,3,1,4,,,,575,Clermont
2338,HANNOYER Théo,25,198,122,France,2ème ligne,6,,,,,,,203,Castres
2367,LAVANINI Tomás,29,202,130,Argentine,2ème ligne,5,,,,,2,,332,Clermont
2373,UGENA Matthieu,26,186,110,France,3ème ligne,12,,,,,1,,577,Perpignan
2374,GABRILLAGUES Paul,28,199,119,France,2ème ligne,16,1,,,,2,,1054,Paris
2375,NETI Rodrigue,26,185,124,France,Pilier,16,,,,,,,667,Toulouse
2376,MOREAUX Victor,28,200,127,France,2ème ligne,8,,,,,2,,237,Racing 92
2382,BOURDEAU Rémi,29,195,108,France,3ème ligne,9,1,,,,1,,529,La Rochelle
2394,TADJER Mike,32,183,118,France,Talonneur,10,,,,,1,,422,Perpignan
2405,MACALOU Sekou,26,195,108,France,3ème ligne,10,2,,,,,,650,Paris
2426,GIMENO Kévin,30,195,119,France,2ème ligne,3,,,,,,,101,Biarritz
2441,CAZEAUX Cyril,27,198,117,France,2ème ligne,5,1,,,,,,241,Bordeaux
2443,LESPIAUCQ Quentin,27,180,102,France,Talonneur,7,,,,,,,239,Pau
2448,FORLETTA Enzo,27,175,117,France,Pilier,13,,,,,,,608,Montpellier
2449,BRAZO Alan,29,192,105,France,3ème ligne,13,1,,,,1,,463,Perpignan
2453,LUCU Maxime,29,177,79,France,Mêlée,12,,4,7,,,,629,Bordeaux
2454,HAMDAOUI Kylan,27,182,91,France,Arrière,14,3,,,,1,,1016,Paris
2464,POURAILLY Bastien,28,177,85,France,Ailier,3,,,,,,,191,Clermont
2477,KLEMENCZAK Olivier,25,181,90,France,Centre,11,3,,,,,,544,Racing 92
2492,BRIATTE Romain,29,194,107,France,3ème ligne,13,,,,,,,865,Paris
2496,ÉTIEN Lester,26,181,102,France,Ailier,6,3,,,,,,284,Paris
2500,PUJOL Jean-Bernard,29,193,94,France,Ailier,6,2,,,,,,385,Perpignan
2501,FARNOUX Julien,28,185,90,France,Arrière,2,,,,,,,107,Perpignan
2509,CHOUZENOUX Baptiste,28,202,107,France,3ème ligne,11,2,,,,,,752,Racing 92
2510,CRAMOND Andy,27,196,115,Ecosse,2ème ligne,5,1,,,,,,340,Biarritz
2512,CANCORIET Judicaël,25,194,114,France,3ème ligne,14,1,,,,,,1011,Clermont
2520,NGAUAMO Paula,32,185,120,Tonga,Talonneur,10,,,,,,,316,Castres
2523,MARCHAND Julien,26,181,108,France,Talonneur,9,,,,,,,383,Toulouse
2533,SEPTAR Atila,25,195,104,France,Ailier,9,,,,,,,485,Toulon
2542,TANGUY Mathieu,25,195,110,France,2ème ligne,6,,,,,,,163,La Rochelle
2543,ROUDIL Eliott,25,184,97,France,Ailier,10,,,,,,,438,Pau
2545,LAMBEY Félix,27,196,106,France,2ème ligne,14,,,,,1,,754,Lyon
2547,SOBÉLA Patrick,29,188,105,France,3ème ligne,9,1,,,,,,571,Lyon
2552,DE GIOVANNI Mathieu,28,197,115,France,2ème ligne,14,,,,,,,414,Paris
2557,PRISO Dany,28,182,110,Cameroun,Pilier,14,,,,,2,,615,La Rochelle
2558,DUPONT Antoine,25,174,85,France,Mêlée,10,2,,,,,,620,Toulouse
2559,CHAT Camille,26,178,101,France,Talonneur,11,5,,,,2,,581,Racing 92
2634,NAKARAWA Leone,34,200,125,Fidji,2ème ligne,10,1,,,,2,,688,Toulon
2638,RUSSELL Finn,29,183,87,Ecosse,Ouverture,11,,,1,,,,579,Racing 92
2644,BOTICA Ben,32,178,93,Nouvelle-Zélande,Ouverture,7,1,8,10,,1,,469,Castres
2696,DOUGLAS Kane,32,202,123,Australie,2ème ligne,14,,,,,1,,1028,Bordeaux
2717,O'CALLAGHAN Dave,32,195,112,Irlande,3ème ligne,7,,,,,,,457,Biarritz
2763,ARDRON Tyler,30,197,112,Canada,3ème ligne,12,1,,,,1,,915,Castres
2799,COBILAS Vadim,38,183,127,Moldavie,Pilier,10,,,,,,,383,Bordeaux
2874,OLDING Stuart,28,180,92,Irlande,Centre,8,,2,,,,,539,Brive
2883,DUCUING Nans,30,185,91,France,Arrière,8,1,,,,,,490,Bordeaux
3021,ROUX Quinn,31,196,122,Afrique du sud,2ème ligne,8,,,,,,,422,Toulon
3029,BRESLER Anton,34,200,114,Namibie,2ème ligne,6,,,,,,,221,Racing 92
3036,DU PREEZ Cornell,30,192,115,Afrique du sud,3ème ligne,13,,,,,,,568,Toulon
3072,LEES Mitch,33,196,120,Australie,2ème ligne,12,1,,,,2,,650,Brive
3219,BROOKES Kieran,31,188,129,Angleterre,Pilier,13,,,,,,,527,Toulon
3312,WILLEMSE Paul,29,201,126,Afrique du sud,2ème ligne,7,,,,,2,,379,Montpellier
3326,BÉTHUNE Quentin,26,183,119,France,Pilier,6,,,,,,,172,Paris
3327,HÉRITEAU Julien,27,182,96,France,Centre,7,,,,,,,444,Toulon
3366,ITURRIA Arthur,27,198,112,France,3ème ligne,11,1,,,,,,792,Clermont
3387,ALO-EMILE Paul,30,180,132,Australie,Pilier,11,,,,,1,1,536,Paris
3391,TAMEIFUNA Ben,30,182,148,Nouvelle-Zélande,Pilier,14,1,,,,,,568,Bordeaux
3404,FERNANDEZ Patricio,27,192,100,Argentine,Ouverture,6,,,,,,,268,Perpignan
3416,PANIS Laurent,28,180,105,France,Talonneur,9,,,,,,,86,Paris
3417,HALANUKONUKA Siua,35,186,120,Tonga,Pilier,11,,,,,,,515,Perpignan
3419,CROS François,27,190,107,France,3ème ligne,10,1,,,,1,,688,Toulouse
3427,BACHELIER Lucas,26,191,102,France,3ème ligne,10,,,,,,,482,Perpignan
3431,GOMES SA Cedate,28,185,113,Portugal,Pilier,9,1,,,,,,284,Racing 92
3449,TAKULUA Tane,31,178,96,Tonga,Mêlée,2,,,,,1,,41,Toulon
3475,LIEBENBERG Wiaan,29,189,106,Afrique du sud,3ème ligne,9,,,,,,,649,La Rochelle
3493,LARREGAIN Thomas,24,184,90,France,Arrière,1,,,1,,,,41,Castres
3495,SEUTENI Ulupano,28,185,100,Australie,Centre,14,8,,,,,,852,Bordeaux
3496,BELLEAU Anthony,25,177,85,France,Ouverture,14,1,6,15,,1,,591,Toulon
3499,KAMIKAMICA Kitione,25,188,110,Fidji,3ème ligne,6,,,,,1,,231,Brive
3527,RETIÈRE Arthur,24,173,75,France,Ailier,5,2,,,,,,319,La Rochelle
3528,BLANC Julien,29,175,81,France,Mêlée,11,,,,,,,522,Toulon
3529,TILSLEY George,29,196,100,Nouvelle-Zélande,Ailier,15,,,,,1,,767,Perpignan
3543,HOLMES Zack,31,175,90,Australie,Ouverture,12,1,4,6,,1,,599,Toulouse
3551,MELIKIDZE Giorgi,25,179,117,Géorgie,Pilier,14,,,,,,,588,Paris
3564,SANGA Enzo,26,176,75,France,Mêlée,7,,,,,,,193,Brive
3565,PENAUD Damian,25,192,96,France,Ailier,10,4,,,,1,,790,Clermont
3566,NICOUÉ Alexandre,25,184,91,France,Ailier,1,,,,,,,20,Biarritz
3567,RAKA Alivereti,27,189,103,Fidji,Ailier,10,5,,,,,,738,Clermont
3568,TABIDZE Lasha,24,185,117,Géorgie,Pilier,1,,,,,,,22,Bordeaux
3571,NAQALEVU Apisai,32,184,111,Fidji,Centre,3,1,,,,,,214,Clermont
3578,RAISUQE Josaia,27,193,113,Fidji,Ailier,12,,,,,1,,472,Castres
3581,CASTETS Clément,25,183,123,France,Pilier,2,,,,,,,57,Paris
3582,DEVERGIE Martin,26,193,116,France,3ème ligne,5,,,,,,,56,Montpellier
3603,GRAY Talalelei,31,194,114,Australie,3ème ligne,6,,,,,,,289,Paris
3607,DUCAT Guillaume,25,205,115,France,2ème ligne,4,,,,,,,148,Pau
3612,LAVEAU Martin,25,182,86,France,Ailier,7,3,,,,,,469,Castres
3633,PLESSIS-COUILLAUD Brieuc,27,180,95,France,Centre,2,,,,,,,160,Biarritz
3643,SOURY Bastien,26,180,105,France,Talonneur,11,3,,,,1,,647,Biarritz
3643,SOURY Bastien,26,180,105,France,Talonneur,1,,,,,,,46,Toulon
3698,ARRATÉ Alex,24,180,90,France,Centre,13,,,,,,,806,Paris
3699,ROUMAT Alexandre,24,198,108,France,3ème ligne,10,,,,,,,661,Bordeaux
3702,LABORDE Dorian,25,178,107,France,Ailier,5,,,,,,,258,Racing 92
3702,LABORDE Dorian,25,178,107,France,Ailier,3,1,,,,,,174,Toulon
3703,DACHARY Théo,24,184,97,France,Centre,3,,,,,,,158,Toulon
3713,CAVUBATI Tevita,34,200,120,Fidji,2ème ligne,9,,,,,1,,352,Perpignan
3715,RAVAI Peni,31,185,119,Fidji,Pilier,12,1,,,,,,499,Clermont
3717,VOLAVOLA Ben,31,191,93,Fidji,Ouverture,7,,,1,,,,283,Racing 92
3724,VEAINU Telusa,31,180,103,Tonga,Ailier,10,2,,,,2,,747,Paris
3734,LOBZHANIDZE Vasil,25,175,76,Géorgie,Mêlée,12,1,,,,,,527,Brive
3763,ETZEBETH Eben,30,203,122,Afrique du sud,2ème ligne,1,,,,,,,80,Toulon
3766,NYAKANE Trevor,32,178,121,Afrique du sud,Pilier,3,,,,,,,106,Racing 92
3768,POLLARD Handré,27,189,98,Afrique du sud,Ouverture,6,1,1,4,,,,323,Montpellier
3789,MATSUSHIMA Kotaro,28,175,88,Japon,Arrière,10,,,,,,,792,Clermont
3803,NANAI-WILLIAMS Tim,32,182,90,Samoa,Arrière,10,1,2,2,,,,402,Toulouse
3804,MATU'U Motu,34,182,120,Samoa,Talonneur,5,1,,,,,,228,Brive
3804,MATU'U Motu,34,182,120,Samoa,Talonneur,4,,,,,,,84,La Rochelle
3813,LAMOSITELE Titi,27,183,132,Etats-Unis,Pilier,11,,,,,,,426,Montpellier
3847,VITO Victor,34,192,112,Nouvelle-Zélande,3ème ligne,7,,,,,,,494,La Rochelle
3855,FAUMUINA Charlie,35,184,130,Nouvelle-Zélande,Pilier,10,,,,,,,492,Toulouse
3860,LANDAJO Martín,33,175,82,Argentine,Mêlée,6,,,,,,,223,Perpignan
3861,CUBELLI Tomás,32,177,81,Argentine,Mêlée,9,4,,,,,,443,Biarritz
3863,CORDERO Santiago,28,177,83,Argentine,Ailier,8,4,,,,,,640,Bordeaux
3865,DE LA FUENTE Jerónimo,31,184,96,Argentine,Centre,7,1,,,,,,521,Perpignan
3868,PETTI Guido,27,194,115,Argentine,2ème ligne,5,,,,,,,398,Bordeaux
3877,BEALE Kurtley,33,184,96,Australie,Arrière,13,,,,,1,,893,Racing 92
3886,KURIDRANI Tevita,30,192,102,Fidji,Centre,15,,,,,,,1033,Biarritz
3888,SKELTON Will,29,203,140,Samoa,2ème ligne,8,2,,,,,1,543,La Rochelle
3905,KERR-BARLOW Tawera,31,187,91,Nouvelle-Zélande,Mêlée,14,5,,,,1,,877,La Rochelle
3931,OLMSTEAD Evan,31,198,115,Canada,2ème ligne,14,,,,,2,,668,Biarritz
3938,SPEIGHT Henry,33,186,100,Fidji,Ailier,13,1,,,,3,,892,Biarritz
3962,SERFONTEIN Jan,28,187,97,Afrique du sud,Centre,10,1,,,,1,,741,Montpellier
3977,TAUFETE'E Joe,29,183,125,Etats-Unis,Talonneur,4,,,,,1,,127,Lyon
3988,NAKOSI Filipo,29,182,108,Fidji,Ailier,13,1,,,,,,887,Castres
3990,DUPICHOT Louis,26,183,86,France,Ailier,6,,,,,,,294,Racing 92
3991,IKPEFAN Daniel,28,185,92,France,Ailier,5,1,,,,,,378,Pau
4037,SAILI Francis,31,180,100,Nouvelle-Zélande,Centre,15,4,,,,1,,1189,Biarritz
4085,DELANNOY Julien,26,198,123,France,2ème ligne,6,,,,,,,329,Pau
4088,NARISIA Peniami Nasali,24,187,104,Fidji,Talonneur,8,2,,,,,,312,Brive
4142,JELONCH Anthony,25,193,105,France,3ème ligne,10,3,,,,,,630,Toulouse
4151,BUROS Romain,24,187,97,France,Arrière,11,2,,,,,,773,Bordeaux
4169,REILHAC Yvan,26,182,94,France,Centre,4,,,,,,,137,Montpellier
4219,DECRON Nathan,24,184,96,France,Centre,13,,,,,1,,829,Pau
4227,MIQUEL Antoine,27,192,109,France,3ème ligne,12,2,,,,,,710,Toulouse
4286,WARDI Reda,26,185,110,France,Pilier,11,,,,,2,,431,La Rochelle
4306,GORGADZE Béka,26,189,106,Géorgie,3ème ligne,13,2,,,,,,797,Pau
4319,HABEL-KUEFFNER Giovanni,27,190,110,Samoa,3ème ligne,15,2,,,,,,908,Pau
4332,CAPELLI Mickaël,24,198,126,France,2ème ligne,2,1,,,,,,86,Montpellier
4337,CROS Geoffrey,24,185,85,France,Ailier,3,1,,,,,1,169,Bordeaux
4339,WALCKER Quentin,26,181,105,France,Pilier,12,,,,,,,556,Castres
4344,JONES Luke,30,197,111,Australie,2ème ligne,12,,,,,2,,757,Racing 92
4359,TUICUVU Setariki,26,179,95,Fidji,Arrière,11,2,,,,1,,765,Brive
4360,LE BAIL Clovis,26,173,74,France,Mêlée,16,3,1,3,,,,857,Pau
4362,COUILLOUD Baptiste,24,176,84,France,Mêlée,8,7,,,,,,420,Lyon
4364,PAÏVA Thierry,26,184,125,France,Pilier,13,,,,,,,603,Bordeaux
4378,OZ Ali,26,193,140,France,Pilier,8,,,,,,,428,Racing 92
4381,FOURCADE Etienne,24,180,103,France,Talonneur,12,1,,,,,,475,Clermont
4382,JOLMÈS Thomas,26,204,127,France,2ème ligne,14,,,,,,,621,Bordeaux
4384,TAUZIN Lucas,23,187,98,France,Centre,13,1,,,,,,914,Toulouse
4385,BARRY Steeve,30,181,89,France,Ailier,7,,,,,,,320,Biarritz
4387,LABOUTELEY Tristan,26,202,107,France,2ème ligne,10,,,,,1,,743,Perpignan
4390,TISSERON Julien,26,183,86,France,Ailier,12,3,,,,,,711,Montpellier
4403,GODENER Loïc,26,188,116,France,3ème ligne,8,1,,,,,,392,Paris
4410,BEKOSHVILI Soso,28,180,116,Géorgie,Pilier,10,,,,,,,362,Brive
4412,GIGASHVILI Beka,30,177,116,Géorgie,Pilier,12,,,,,,,730,Toulon
4416,REY Lucas,24,175,98,France,Talonneur,15,,,,,,,728,Pau
4418,PALU Boris,26,194,113,France,2ème ligne,11,2,,,,,,699,Racing 92
4419,VOISIN Matthieu,25,193,104,France,3ème ligne,13,,,,,,,736,Brive
4422,COVILLE Arthur,24,178,83,France,Mêlée,17,2,2,,,1,,730,Paris
4424,REBBADJ Swan,27,202,116,France,2ème ligne,12,,,,,1,,800,Toulon
4428,SCLAVI Joel,27,190,144,Argentine,Pilier,2,,,,,1,,91,La Rochelle
4430,PESENTI Baptiste,24,195,122,France,2ème ligne,5,,,,,,,202,Racing 92
4433,GALLETIER Guillaume,24,178,98,France,Centre,11,,,,,1,,498,Brive
4448,HASTOY Antoine,24,180,86,France,Ouverture,14,4,15,31,2,,,995,Pau
4463,JANSE VAN RENSBURG Nicolaas,27,200,112,Afrique du sud,2ème ligne,4,,,,,,,179,Montpellier
4482,BULIRUARUA Riko,25,186,106,Fidji,Centre,13,2,,,,1,,540,La Rochelle
4493,BRENNAN Daniel,23,192,132,Irlande,Pilier,10,,,,,1,,279,Brive
4496,PICQUETTE Rémi,27,200,117,France,2ème ligne,9,2,,,,,,462,La Rochelle
4497,POPELIN Pierre,26,181,87,France,Ouverture,13,,8,7,,1,,551,La Rochelle
4509,BOUDEHENT Pierre,24,196,105,France,Ailier,6,,,,,,,164,La Rochelle
4520,HALL James,26,173,88,Afrique du sud,Mêlée,15,1,,,,,,621,Paris
4523,DEVISME Vivien,29,175,112,France,Pilier,7,,,,,,,274,Lyon
4531,CALLES Ignacio,26,187,116,Argentine,Pilier,12,,,,,,,388,Pau
4532,MULLER Axel,28,186,94,Argentine,Ailier,15,2,,,,,,1011,Brive
4590,DEGHMACHE Sadek,26,176,88,France,Mêlée,13,,,,,1,,593,Perpignan
4609,HIRIGOYEN Mathieu,23,194,103,France,3ème ligne,16,,,,,1,,1138,Biarritz
4610,PEYRESBLANQUES Lucas,24,181,103,France,Talonneur,3,2,,,,,,121,Biarritz
4617,KORNATH Kévin,25,196,110,France,3ème ligne,14,3,,,,1,,698,Castres
4660,TEDDER Tristan,25,180,80,Afrique du sud,Ouverture,14,2,10,11,2,,,1019,Perpignan
